Date	Hour	Effectif
21/01/2024	12	0
21/01/2024	13	1
21/01/2024	14	0
21/01/2024	15	0
21/01/2024	16	0
21/01/2024	17	0
21/01/2024	18	0
21/01/2024	19	0
21/01/2024	20	0
21/01/2024	21	0
21/01/2024	22	0
21/01/2024	23	0
22/01/2024	0	0
22/01/2024	1	0
22/01/2024	2	0
22/01/2024	3	0
22/01/2024	4	0
22/01/2024	5	0
22/01/2024	6	0
22/01/2024	7	0
22/01/2024	8	3
22/01/2024	9	0
22/01/2024	10	0
22/01/2024	11	0
22/01/2024	12	1
22/01/2024	13	0
22/01/2024	14	0
22/01/2024	15	0
22/01/2024	16	0
22/01/2024	17	0
22/01/2024	18	0
22/01/2024	19	0
22/01/2024	20	0
22/01/2024	21	0
22/01/2024	22	0
22/01/2024	23	3
23/01/2024	0	0
23/01/2024	1	0
23/01/2024	2	0
23/01/2024	3	0
23/01/2024	4	0
23/01/2024	5	0
23/01/2024	6	0
23/01/2024	7	0
23/01/2024	8	18
23/01/2024	9	2
23/01/2024	10	0
23/01/2024	11	0
23/01/2024	12	0
23/01/2024	13	1
23/01/2024	14	0
23/01/2024	15	0
23/01/2024	16	0
23/01/2024	17	0
23/01/2024	18	5
23/01/2024	19	0
23/01/2024	20	0
23/01/2024	21	0
23/01/2024	22	0
23/01/2024	23	14
24/01/2024	0	15
24/01/2024	1	6
24/01/2024	2	0
24/01/2024	3	0
24/01/2024	4	20
24/01/2024	5	12
24/01/2024	6	0
24/01/2024	7	0
24/01/2024	8	0
24/01/2024	9	0
24/01/2024	10	0
24/01/2024	11	0
24/01/2024	12	0
24/01/2024	13	0
24/01/2024	14	0
24/01/2024	15	0
24/01/2024	16	5
24/01/2024	17	0
24/01/2024	18	0
24/01/2024	19	0
24/01/2024	20	0
24/01/2024	21	0
24/01/2024	22	0
24/01/2024	23	0
25/01/2024	0	0
25/01/2024	1	3
25/01/2024	2	0
25/01/2024	3	0
25/01/2024	4	0
25/01/2024	5	0
25/01/2024	6	2
25/01/2024	7	0
25/01/2024	8	0
25/01/2024	9	0
25/01/2024	10	9
25/01/2024	11	0
25/01/2024	12	0
25/01/2024	13	0
25/01/2024	14	0
25/01/2024	15	0
25/01/2024	16	0
25/01/2024	17	0
25/01/2024	18	0
25/01/2024	19	0
25/01/2024	20	0
25/01/2024	21	0
25/01/2024	22	0
25/01/2024	23	0
26/01/2024	0	0
26/01/2024	1	2
26/01/2024	2	0
26/01/2024	3	0
26/01/2024	4	0
26/01/2024	5	0
26/01/2024	6	0
26/01/2024	7	0
26/01/2024	8	2
26/01/2024	9	2
26/01/2024	10	0
26/01/2024	11	0
26/01/2024	12	0
26/01/2024	13	0
26/01/2024	14	0
26/01/2024	15	0
26/01/2024	16	0
26/01/2024	17	0
26/01/2024	18	3
26/01/2024	19	1
26/01/2024	20	0
26/01/2024	21	0
26/01/2024	22	0
26/01/2024	23	0
27/01/2024	0	0
27/01/2024	1	0
27/01/2024	2	0
27/01/2024	3	0
27/01/2024	4	0
27/01/2024	5	0
27/01/2024	6	0
27/01/2024	7	0
27/01/2024	8	0
27/01/2024	9	0
27/01/2024	10	0
27/01/2024	11	0
27/01/2024	12	0
27/01/2024	13	0
27/01/2024	14	0
27/01/2024	15	0
27/01/2024	16	0
27/01/2024	17	0
27/01/2024	18	0
27/01/2024	19	0
27/01/2024	20	0
27/01/2024	21	0
27/01/2024	22	0
27/01/2024	23	0
28/01/2024	0	0
28/01/2024	1	0
28/01/2024	2	0
28/01/2024	3	0
28/01/2024	4	0
28/01/2024	5	1
28/01/2024	6	0
28/01/2024	7	0
28/01/2024	8	0
28/01/2024	9	9
28/01/2024	10	1
28/01/2024	11	0
28/01/2024	12	0
28/01/2024	13	0
28/01/2024	14	0
28/01/2024	15	0
28/01/2024	16	0
28/01/2024	17	0
28/01/2024	18	0
28/01/2024	19	3
28/01/2024	20	0
28/01/2024	21	0
28/01/2024	22	0
28/01/2024	23	0
29/01/2024	0	0
29/01/2024	1	0
29/01/2024	2	0
29/01/2024	3	0
29/01/2024	4	0
29/01/2024	5	0
29/01/2024	6	0
29/01/2024	7	0
29/01/2024	8	0
29/01/2024	9	0
29/01/2024	10	0
29/01/2024	11	0
29/01/2024	12	0
29/01/2024	13	0
29/01/2024	14	0
29/01/2024	15	0
29/01/2024	16	0
29/01/2024	17	0
29/01/2024	18	0
29/01/2024	19	0
29/01/2024	20	0
29/01/2024	21	0
29/01/2024	22	0
29/01/2024	23	0
30/01/2024	0	0
30/01/2024	1	0
30/01/2024	2	0
30/01/2024	3	0
30/01/2024	4	0
30/01/2024	5	0
30/01/2024	6	0
